,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
245,6,BANGLI,-2,11,5,893,0,39,3,943,2020-12-30,0,58,0,4,3,881,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.0013484721810189057,20.142857142857142,0.009054027501126938,1.1428571428571428,8.989814540126039e-06,4.14,inf,2
246,7,KLUNGKUNG,7,23,2,949,0,22,9,994,2020-12-30,0,19,0,2,9,973,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.57,0.01,0.005126072915539405,21.428571428571427,0.01220493551318906,1.1428571428571428,5.695636572821561e-06,2.21,inf,7
247,8,KARANGASEM,-1,18,0,989,1,52,0,1059,2020-12-30,0,23,0,0,0,1036,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0,19.285714285714285,0.00472125533632999,1.0,2.448058322541476e-06,4.91,-1.0,6
248,9,BULELENG,-1,51,8,1260,0,67,7,1378,2020-12-30,0,41,0,13,7,1324,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.0010837708413003392,16.571428571428573,0.0025656615834865177,0.8571428571428571,1.5482440590004848e-06,4.86,-0.7307692307692308,3
249,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-30,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,11.428571428571429,,0.5714285714285714,,2.04,-1.0,0
250,1,JEMBRANA,26,85,9,785,1,24,36,894,2020-12-31,0,26,0,19,36,849,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.33,0.01,0.013263430144092432,9.714285714285714,0.003579020832532878,0.2857142857142857,3.6842861511367864e-06,2.68,-0.25,5
251,2,TABANAN,8,138,31,1843,0,63,39,2044,2020-12-31,0,21,0,14,39,2009,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.47,0.01,0.008950024440451357,13.428571428571429,0.0030816933970784894,0.2857142857142857,2.2948780616541942e-06,3.08,2.0,9
252,3,BADUNG,3,281,18,2848,2,64,23,3193,2020-12-31,0,28,1,18,22,3147,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.52,0.01,0.0037389376215154722,16.285714285714285,0.00264744651461344,0.5714285714285714,1.6256250528328144e-06,2.0,6.666666666666667,1
253,4,DENPASAR,20,281,27,4371,0,107,47,4759,2020-12-31,0,48,4,75,43,4636,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.54,0.01,0.005346389139777363,21.714285714285715,0.0024700642834229766,0.5714285714285714,1.1375296042079497e-06,2.25,4.222222222222222,8
254,5,GIANYAR,8,182,8,2118,1,81,17,2381,2020-12-31,0,29,0,28,17,2324,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.48,0.02,0.003436224680582703,24.142857142857142,0.004880016563180478,0.5714285714285714,4.042617271273768e-06,3.4,inf,4
255,6,BANGLI,0,11,1,894,0,39,1,944,2020-12-31,0,58,0,4,1,882,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.00044949072700630193,23.285714285714285,0.010466712643146744,0.5714285714285714,8.989814540126039e-06,4.13,-0.8571428571428572,2
256,7,KLUNGKUNG,-2,21,3,952,0,22,1,995,2020-12-31,0,19,1,3,0,973,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.57,0.01,0.0005695636572821561,23.428571428571427,0.01334406282775337,0.5714285714285714,5.695636572821561e-06,2.21,inf,7
257,8,KARANGASEM,13,31,1,990,0,52,14,1073,2020-12-31,1,24,2,2,11,1047,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.003427281651558067,20.285714285714285,0.004966061168584137,0.42857142857142855,2.448058322541476e-06,4.85,-0.6111111111111112,6
258,9,BULELENG,-1,50,1,1261,0,67,0,1378,2020-12-31,0,41,0,13,0,1324,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.0,14.714285714285714,0.0022781305439578555,0.42857142857142855,1.5482440590004848e-06,4.86,-1.0,3
259,10,KABUPATEN LAINNYA,1,2,0,47,0,1,1,50,2020-12-31,0,5,0,31,1,14,0,0,Kabupaten lainnya,,,,,,,,,,,,,,11.571428571428571,,0.14285714285714285,,2.0,-0.9565217391304348,0
260,1,JEMBRANA,4,89,1,786,1,25,6,900,2021-01-01,0,26,0,19,6,855,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.33,0.01,0.002210571690682072,5.714285714285714,0.002105306372078164,0.2857142857142857,3.6842861511367864e-06,2.78,-0.8723404255319149,5
261,2,TABANAN,-3,135,19,1862,0,63,16,2060,2021-01-01,0,21,0,14,16,2025,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.47,0.01,0.0036718048986467107,5.571428571428571,0.0012785749200644797,0.14285714285714285,2.2948780616541942e-06,3.06,-0.05882352941176472,9
262,3,BADUNG,6,287,27,2875,0,64,33,3226,2021-01-01,0,28,3,21,30,3177,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.52,0.01,0.005364562674348287,10.142857142857142,0.001648848267873283,0.14285714285714285,1.6256250528328144e-06,1.98,32.0,1
263,4,DENPASAR,-3,278,20,4391,0,107,17,4776,2021-01-01,0,48,0,75,17,4653,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.54,0.01,0.0019338003271535142,12.428571428571429,0.0014137867938013087,0.14285714285714285,1.1375296042079497e-06,2.24,16.0,8
264,5,GIANYAR,0,182,15,2133,0,81,15,2396,2021-01-01,0,29,1,29,14,2338,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.48,0.02,0.003031962953455326,12.571428571428571,0.0025410737133720832,0.14285714285714285,4.042617271273768e-06,3.38,0.0714285714285714,4
265,6,BANGLI,-1,10,1,895,0,39,0,944,2021-01-01,0,58,0,4,0,882,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.0,12.571428571428571,0.005650740568079224,0.14285714285714285,8.989814540126039e-06,4.13,,2
266,7,KLUNGKUNG,3,24,0,952,0,22,3,998,2021-01-01,0,19,0,3,3,976,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.57,0.01,0.0017086909718464684,12.857142857142858,0.007322961307913437,0.14285714285714285,5.695636572821561e-06,2.2,2.0,7
267,8,KARANGASEM,1,32,1,991,0,52,2,1075,2021-01-01,0,24,0,2,2,1049,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0004896116645082952,12.285714285714286,0.0030076145105509566,0.0,2.448058322541476e-06,4.84,-0.6666666666666667,6
268,9,BULELENG,0,50,9,1270,0,67,9,1387,2021-01-01,0,41,3,16,6,1330,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.0013934196531004363,11.285714285714286,0.001747304009443404,0.0,1.5482440590004848e-06,4.83,-0.4375,3
269,10,KABUPATEN LAINNYA,0,2,0,47,0,1,0,50,2021-01-01,0,5,0,31,0,14,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.571428571428571,,0.0,,2.0,-1.0,0
270,1,JEMBRANA,-16,73,22,808,0,25,6,906,2021-01-02,0,26,0,19,6,861,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.33,0.01,0.002210571690682072,5.0,0.0018421430755683932,0.0,3.6842861511367864e-06,2.76,-0.6470588235294117,5
271,2,TABANAN,26,161,19,1881,1,64,46,2106,2021-01-02,0,21,1,15,45,2070,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.48,0.01,0.010556439083609294,9.428571428571429,0.0021637421724168115,0.14285714285714285,2.2948780616541942e-06,3.04,2.066666666666667,9
272,3,BADUNG,17,304,37,2912,0,64,54,3280,2021-01-02,0,28,1,22,53,3230,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.53,0.01,0.008778375285297197,17.142857142857142,0.0027867858048562528,0.14285714285714285,1.6256250528328144e-06,1.95,inf,1
273,4,DENPASAR,15,293,25,4416,1,108,41,4817,2021-01-02,0,48,5,80,36,4689,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.55,0.01,0.004663871377252593,22.571428571428573,0.002567566820926515,0.2857142857142857,1.1375296042079497e-06,2.24,12.666666666666666,8
274,5,GIANYAR,-3,179,9,2142,2,83,8,2404,2021-01-02,0,29,1,30,7,2345,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.49,0.02,0.0016170469085095074,23.428571428571427,0.0047356373749206995,0.5714285714285714,4.042617271273768e-06,3.45,3.0,4
275,6,BANGLI,-2,8,2,897,0,39,0,944,2021-01-02,0,58,0,4,0,882,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.0,22.142857142857142,0.009953008955139543,0.5714285714285714,8.989814540126039e-06,4.13,-1.0,2
276,7,KLUNGKUNG,4,28,0,952,0,22,4,1002,2021-01-02,0,19,1,4,3,979,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.57,0.01,0.0022782546291286246,22.714285714285715,0.012937231643980404,0.5714285714285714,5.695636572821561e-06,2.2,inf,7
277,8,KARANGASEM,4,36,1,992,0,52,5,1080,2021-01-02,0,24,0,2,5,1054,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.001224029161270738,22.571428571428573,0.005525617356593618,0.5714285714285714,2.448058322541476e-06,4.81,-0.16666666666666663,6
278,9,BULELENG,-13,37,13,1283,1,68,1,1388,2021-01-02,0,41,0,16,1,1331,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.00015482440590004846,16.142857142857142,0.002499308266672211,0.5714285714285714,1.5482440590004848e-06,4.9,-0.9782608695652174,3
279,10,KABUPATEN LAINNYA,0,2,0,47,0,1,0,50,2021-01-02,0,5,0,31,0,14,0,0,Kabupaten lainnya,,,,,,,,,,,,,,8.428571428571429,,0.5714285714285714,,2.0,-1.0,0
280,1,JEMBRANA,-3,70,4,812,0,25,1,907,2021-01-03,0,26,0,19,1,862,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.33,0.01,0.00036842861511367865,2.7142857142857144,0.0010000205267371278,0.42857142857142855,3.6842861511367864e-06,2.76,-0.975609756097561,5
281,2,TABANAN,15,176,9,1890,0,64,24,2130,2021-01-03,0,21,0,15,24,2094,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.49,0.01,0.0055077073479700665,5.0,0.001147439030827097,0.14285714285714285,2.2948780616541942e-06,3.0,2.0,9
282,3,BADUNG,-2,302,16,2928,1,65,15,3295,2021-01-03,0,28,0,22,15,3245,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.54,0.01,0.0024384375792492214,7.142857142857143,0.0011611607520234388,0.2857142857142857,1.6256250528328144e-06,1.97,inf,1
283,4,DENPASAR,9,302,30,4446,0,108,39,4856,2021-01-03,0,48,2,82,37,4726,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.55,0.01,0.004436365456411003,12.142857142857142,0.0013812859479667959,0.2857142857142857,1.1375296042079497e-06,2.22,8.75,8
284,5,GIANYAR,2,181,6,2148,1,84,9,2413,2021-01-03,0,29,2,32,7,2352,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.49,0.02,0.0018191777720731957,12.714285714285714,0.0025699495510240382,0.42857142857142855,4.042617271273768e-06,3.48,0.8,4
285,6,BANGLI,5,13,0,897,0,39,5,949,2021-01-03,0,58,0,4,5,887,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.43,0.02,0.0022474536350315095,13.285714285714286,0.0059718053730837255,0.2857142857142857,8.989814540126039e-06,4.11,4.0,2
286,7,KLUNGKUNG,0,28,2,954,0,22,2,1004,2021-01-03,0,19,0,4,2,981,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.57,0.01,0.0011391273145643123,13.571428571428571,0.007729792491686405,0.2857142857142857,5.695636572821561e-06,2.19,inf,7
287,8,KARANGASEM,6,42,4,996,0,52,10,1090,2021-01-03,0,24,0,2,10,1064,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.27,0.01,0.002448058322541476,14.857142857142858,0.003637115222061622,0.2857142857142857,2.448058322541476e-06,4.77,9.0,6
288,9,BULELENG,-4,33,7,1290,0,68,3,1391,2021-01-03,0,41,0,16,3,1334,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.22,0.01,0.0004644732177001454,11.857142857142858,0.001835775098529146,0.2857142857142857,1.5482440590004848e-06,4.89,-0.875,3
289,10,KABUPATEN LAINNYA,8,10,0,47,0,1,8,58,2021-01-03,0,5,3,34,5,19,0,0,Kabupaten lainnya,,,,,,,,,,,,,,10.857142857142858,,0.14285714285714285,,1.72,-0.4666666666666667,0
290,1,JEMBRANA,-1,69,3,815,3,28,5,912,2021-01-04,0,26,1,20,4,866,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.34,0.01,0.0018421430755683932,6.0,0.002210571690682072,0.5714285714285714,3.6842861511367864e-06,3.07,-0.8717948717948718,5
291,2,TABANAN,-10,166,25,1915,0,64,15,2145,2021-01-04,0,21,3,18,12,2106,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.49,0.01,0.003442317092481291,6.857142857142857,0.0015736306708485901,0.42857142857142855,2.2948780616541942e-06,2.98,0.6666666666666667,9
292,3,BADUNG,-7,295,24,2952,1,66,18,3313,2021-01-04,0,28,0,22,18,3263,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.54,0.01,0.0029261250950990657,8.714285714285714,0.0014166161174685953,0.5714285714285714,1.6256250528328144e-06,1.99,2.6,1
293,4,DENPASAR,-19,283,64,4510,1,109,46,4902,2021-01-04,0,48,3,85,43,4769,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.56,0.01,0.005232636179356568,15.0,0.0017062944063119243,0.7142857142857143,1.1375296042079497e-06,2.22,22.0,8
294,5,GIANYAR,4,185,7,2155,1,85,12,2425,2021-01-04,0,29,4,36,8,2360,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.49,0.02,0.002425570362764261,15.285714285714286,0.0030897146287592377,0.8571428571428571,4.042617271273768e-06,3.51,0.19999999999999996,4
295,6,BANGLI,-3,10,4,901,0,39,1,950,2021-01-04,0,58,0,4,1,888,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.43,0.02,0.00044949072700630193,15.0,0.006742360905094529,0.8571428571428571,8.989814540126039e-06,4.11,-0.6666666666666667,2
296,7,KLUNGKUNG,0,28,1,955,0,22,1,1005,2021-01-04,0,19,0,4,1,982,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.57,0.01,0.0005695636572821561,14.0,0.007973891201950186,0.8571428571428571,5.695636572821561e-06,2.19,-0.875,7
297,8,KARANGASEM,-1,41,1,997,0,52,0,1090,2021-01-04,0,24,0,2,0,1064,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.27,0.01,0.0,13.285714285714286,0.0032524203428051044,0.42857142857142855,2.448058322541476e-06,4.77,-1.0,6
298,9,BULELENG,-2,31,2,1292,1,69,1,1392,2021-01-04,0,41,0,16,1,1335,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.22,0.01,0.00015482440590004846,11.285714285714286,0.001747304009443404,0.5714285714285714,1.5482440590004848e-06,4.96,-0.9333333333333333,3
299,10,KABUPATEN LAINNYA,19,29,0,47,0,1,19,77,2021-01-04,0,5,3,37,16,35,0,0,Kabupaten lainnya,,,,,,,,,,,,,,11.428571428571429,,0.42857142857142855,,1.3,0.05555555555555558,0
300,1,JEMBRANA,-3,66,4,819,0,28,1,913,2021-01-05,0,26,0,20,1,867,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.34,0.01,0.00036842861511367865,5.0,0.0018421430755683932,0.2857142857142857,3.6842861511367864e-06,3.07,-0.9782608695652174,5
301,2,TABANAN,26,192,8,1923,0,64,34,2179,2021-01-05,0,21,0,18,34,2140,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.5,0.01,0.007802585409624261,8.142857142857142,0.001868686421632701,0.14285714285714285,2.2948780616541942e-06,2.94,1.8333333333333335,9
302,3,BADUNG,-5,290,17,2969,1,67,13,3326,2021-01-05,0,28,1,23,12,3275,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.54,0.01,0.0021133125686826587,9.857142857142858,0.0016024018377923455,0.2857142857142857,1.6256250528328144e-06,2.01,12.0,1
303,4,DENPASAR,21,304,29,4539,0,109,50,4952,2021-01-05,0,48,7,92,43,4812,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.56,0.01,0.005687648021039748,16.857142857142858,0.0019175499042362579,0.2857142857142857,1.1375296042079497e-06,2.2,49.0,8
304,5,GIANYAR,-24,161,41,2196,0,85,17,2442,2021-01-05,0,29,2,38,15,2375,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.49,0.02,0.003436224680582703,19.285714285714285,0.0038982380830139907,0.2857142857142857,4.042617271273768e-06,3.48,inf,4
305,6,BANGLI,14,24,1,902,0,39,15,965,2021-01-05,1,59,0,4,14,902,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.43,0.02,0.006742360905094529,21.285714285714285,0.00956773118913414,0.14285714285714285,8.989814540126039e-06,4.04,14.0,2
306,7,KLUNGKUNG,3,31,2,957,0,22,5,1010,2021-01-05,0,19,0,4,5,987,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.58,0.01,0.0028478182864107807,19.285714285714285,0.010984441961870154,0.14285714285714285,5.695636572821561e-06,2.18,-0.736842105263158,7
307,8,KARANGASEM,0,41,1,998,0,52,1,1091,2021-01-05,0,24,0,2,1,1065,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.27,0.01,0.0002448058322541476,19.285714285714285,0.00472125533632999,0.14285714285714285,2.448058322541476e-06,4.77,0.0,6
308,9,BULELENG,2,33,7,1299,0,69,9,1401,2021-01-05,0,41,0,16,9,1344,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.22,0.01,0.0013934196531004363,15.714285714285714,0.0024329549498579043,0.14285714285714285,1.5482440590004848e-06,4.93,-0.7352941176470589,3
309,10,KABUPATEN LAINNYA,21,50,0,47,0,1,21,98,2021-01-05,0,5,7,44,14,49,0,0,Kabupaten lainnya,,,,,,,,,,,,,,16.857142857142858,,0.0,,1.02,0.6153846153846154,0
310,1,JEMBRANA,50,116,4,823,1,29,55,968,2021-01-06,0,26,1,21,54,921,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.36,0.01,0.020263573831252327,17.571428571428573,0.006473817094140354,0.14285714285714285,3.6842861511367864e-06,3.0,0.10000000000000009,5
311,2,TABANAN,1,193,27,1950,2,66,30,2209,2021-01-06,0,21,-3,15,33,2173,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.51,0.02,0.006884634184962582,19.428571428571427,0.004458620234071006,0.42857142857142855,4.5897561233083884e-06,2.99,0.7647058823529411,9
312,3,BADUNG,-40,250,62,3031,1,68,23,3349,2021-01-06,-1,27,-11,12,35,3310,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.54,0.01,0.0037389376215154722,20.571428571428573,0.0033441429658275035,0.5714285714285714,1.6256250528328144e-06,2.03,0.5333333333333334,1
313,4,DENPASAR,13,317,34,4573,2,111,49,5001,2021-01-06,0,48,-16,76,65,4877,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.57,0.01,0.005573895060618953,26.857142857142858,0.0030550795084442074,0.8571428571428571,1.1375296042079497e-06,2.22,8.8,8
314,5,GIANYAR,2,163,9,2205,0,85,11,2453,2021-01-06,0,29,-7,31,18,2393,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.5,0.02,0.0022234394992005726,28.285714285714285,0.005717415855087187,0.8571428571428571,4.042617271273768e-06,3.47,10.0,4
315,6,BANGLI,4,28,2,904,0,39,6,971,2021-01-06,-1,58,1,5,6,908,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.44,0.02,0.0026969443620378114,27.857142857142858,0.012521527395175553,0.8571428571428571,8.989814540126039e-06,4.02,-0.33333333333333337,2
316,7,KLUNGKUNG,-6,25,8,965,0,22,2,1012,2021-01-06,0,19,-3,1,5,992,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.58,0.01,0.0011391273145643123,25.142857142857142,0.014320457668808496,0.8571428571428571,5.695636572821561e-06,2.17,-0.9047619047619048,7
317,8,KARANGASEM,4,45,3,1001,0,52,7,1098,2021-01-06,-1,23,-2,0,10,1075,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.27,0.01,0.0017136408257790335,18.285714285714285,0.004476449504075842,0.7142857142857143,2.448058322541476e-06,4.74,-0.8727272727272728,6
318,9,BULELENG,-1,32,6,1305,1,70,6,1407,2021-01-06,0,41,-3,13,9,1353,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.22,0.01,0.0009289464354002908,14.857142857142858,0.0023002483162292914,0.5714285714285714,1.5482440590004848e-06,4.98,-0.8,3
319,10,KABUPATEN LAINNYA,2,52,0,47,0,1,2,100,2021-01-06,0,5,-6,38,8,57,0,0,Kabupaten lainnya,,,,,,,,,,,,,,11.857142857142858,,0.42857142857142855,,1.0,-0.9130434782608696,0
320,1,JEMBRANA,-23,93,31,854,0,29,8,976,2021-01-07,0,26,0,21,8,929,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.36,0.01,0.002947428920909429,6.0,0.002210571690682072,0.14285714285714285,3.6842861511367864e-06,2.97,-0.8367346938775511,5
321,2,TABANAN,5,198,19,1969,1,67,25,2234,2021-01-07,0,21,0,15,25,2198,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.51,0.02,0.005737195154135486,8.0,0.0018359024493233554,0.2857142857142857,4.5897561233083884e-06,3.0,1.272727272727273,9
