,Date,Province,new_cases,active_cases,total_recovered,new_recovered,total_deaths,new_deaths,total_cases,Location,Location Level,City or Regency,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,Name_EN,id,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases
1855,2021-02-20,Sumatera Utara,99,2399,20357,118,805,2,23561,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.16,0.01,6.655511849533801e-06,475.42857142857144,0.0,7.142857142857143,0.02,3.42,-0.5099009900990099
9835,2021-02-20,Bangka-Belitung,132,798,5836,99,104,1,6738,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.49,0.01,9.5668326608768e-05,480.2857142857143,0.03,7.142857142857143,0.02,1.54,0.346938775510204
7175,2021-02-20,Jawa Barat,975,30127,161047,1528,2174,5,193348,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.43,0.0,2.15892691368112e-05,617.8571428571429,0.0,7.714285714285714,0.02,1.12,80.25
335,2021-02-20,Aceh,8,1280,7794,18,382,0,9456,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.18,0.01,1.524606094193595e-06,616.5714285714286,0.01,7.571428571428571,0.02,4.04,-0.5294117647058824
12875,2021-02-20,Kalimantan Selatan,183,1653,18256,250,703,2,20612,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.51,0.02,4.5487887420710016e-05,232.42857142857142,0.01,2.142857142857143,0.01,3.41,-0.9362813370473537
6795,2021-02-20,Kalimantan Utara,20,2183,6752,91,136,0,9071,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,1.4,0.02,3.0844824315591905e-05,231.14285714285714,0.04,1.8571428571428572,0.01,1.5,-0.31034482758620685
6415,2021-02-20,Kalimantan Timur,552,8193,42679,811,1224,18,52096,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,1.47,0.03,0.00015539704931407124,281.2857142857143,0.01,4.0,0.01,2.35,1.7462686567164178
5991,2021-02-20,Papua,28,463,6566,130,122,2,7151,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.16,0.0,6.451095626433641e-06,271.14285714285717,0.01,4.0,0.01,1.71,-0.7171717171717171
5990,2021-02-20,Papua,118,7325,8940,12,172,1,16437,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.38,0.0,2.7186760139970344e-05,269.14285714285717,0.01,4.0,0.01,1.05,-0.10606060606060608
5275,2021-02-20,Riau,133,894,28973,171,743,6,30610,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.5,0.01,2.1896248003819495e-05,148.85714285714286,0.0,4.142857142857143,0.01,2.43,-0.8635897435897436
10975,2021-02-20,Nusa Tenggara Timur,176,2607,5332,170,214,4,8153,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.15,0.0,3.252440577818245e-05,172.85714285714286,0.0,4.714285714285714,0.01,2.62,21.0
2235,2021-02-20,Bengkulu,19,119,4525,15,146,0,4790,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.24,0.01,9.502190254853743e-06,149.42857142857142,0.01,4.428571428571429,0.01,3.05,-0.8961748633879781
2951,2021-02-20,Sumatera Barat,88,1405,13340,57,745,1,15490,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.28,0.01,1.5944209760574136e-05,159.14285714285714,0.0,4.571428571428571,0.01,4.81,3.4000000000000004
3375,2021-02-20,Jawa Tengah,805,47930,92914,456,6131,18,146975,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.4,0.02,2.2137234795927145e-05,195.28571428571428,0.0,4.571428571428571,0.01,4.17,0.45833333333333326
11355,2021-02-20,Nusa Tenggara Barat,39,1327,6691,18,336,0,8354,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.16,0.01,7.400032673990422e-06,196.85714285714286,0.0,4.285714285714286,0.01,4.02,0.3928571428571428
1095,2021-02-20,Maluku Utara,19,599,3222,20,111,0,3932,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.3,0.01,1.4528181996829798e-05,182.71428571428572,0.01,4.142857142857143,0.01,2.82,-0.8389830508474576
11735,2021-02-20,Kalimantan Tengah,95,1021,11801,88,346,1,13168,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.51,0.01,3.696082424972445e-05,177.28571428571428,0.01,3.4285714285714284,0.01,2.63,-0.2857142857142857
7936,2021-02-21,Sulawesi Barat,14,1560,3426,25,99,1,5085,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.33,0.01,8.974451020010462e-06,154.14285714285714,0.01,3.0,0.01,1.95,-0.9204545454545454
11356,2021-02-21,Nusa Tenggara Barat,50,1371,6697,6,336,0,8404,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.16,0.01,9.487221376910797e-06,158.57142857142858,0.0,3.0,0.01,4.0,1.6315789473684212
10596,2021-02-21,Kalimantan Barat,30,387,4028,21,33,0,4448,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.08,0.0,5.532183106409329e-06,150.28571428571428,0.0,2.857142857142857,0.01,0.74,-0.6590909090909092
4516,2021-02-21,Sulawesi Tengah,23,1764,7588,71,245,3,9597,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.32,0.01,7.78192475420114e-06,38.57142857142857,0.0,0.7142857142857143,0.01,2.55,-0.9714285714285714
7556,2021-02-21,Yogyakarta,175,5720,20101,255,635,8,26456,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.73,0.02,4.819589012989481e-05,58.0,0.0,1.8571428571428572,0.01,2.4,3.4871794871794872
8696,2021-02-21,Lampung,73,1237,10140,132,618,5,11995,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.13,0.01,8.025866598443135e-06,65.71428571428571,0.0,2.5714285714285716,0.01,5.15,2.8421052631578947
4896,2021-02-21,Banten,249,6641,21240,363,609,2,28490,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.27,0.01,2.3222469203182057e-05,87.71428571428571,0.0,2.7142857142857144,0.01,2.14,1.6210526315789475
1476,2021-02-21,Sulawesi Selatan,180,3345,49781,334,825,0,53951,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.57,0.01,1.909432437120003e-05,111.42857142857143,0.0,2.5714285714285716,0.01,1.53,11.857142857142858
716,2021-02-21,Jambi,21,1159,3979,24,81,1,5219,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.15,0.0,6.0114096555261884e-06,107.28571428571429,0.0,2.7142857142857144,0.01,1.55,-0.5800000000000001
1856,2021-02-21,Sumatera Utara,97,2395,20455,98,808,3,23658,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.16,0.01,6.521057064694735e-06,116.85714285714286,0.0,3.142857142857143,0.01,3.42,2.2333333333333334
11736,2021-02-21,Kalimantan Tengah,148,1144,11826,25,346,0,13316,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.52,0.01,5.758107356799177e-05,134.71428571428572,0.01,2.7142857142857144,0.01,2.6,5.434782608695652
5276,2021-02-21,Riau,197,1001,29062,89,744,1,30807,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.51,0.01,3.243278839663489e-05,137.85714285714286,0.0,1.7142857142857142,0.01,2.42,0.12571428571428567
9456,2021-02-21,Maluku,3,623,6107,13,105,0,6835,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.37,0.01,1.624170252022498e-06,127.85714285714286,0.01,1.0,0.01,1.54,-0.9589041095890412
12116,2021-02-21,Jakarta Raya,2720,13072,310366,2681,5190,55,328628,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,3.03,0.05,0.00025078034638113355,480.85714285714283,0.0,8.571428571428571,0.01,1.58,9.923694779116467
10216,2021-02-21,Bali,326,2404,29084,275,871,8,32359,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.77,0.02,7.732134204234126e-05,501.7142857142857,0.01,9.714285714285714,0.02,2.69,0.8111111111111111
2236,2021-02-21,Bengkulu,13,121,4535,10,147,1,4803,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.24,0.01,6.501498595426246e-06,500.57142857142856,0.03,9.714285714285714,0.02,3.06,-0.38095238095238093
2953,2021-02-21,Sumatera Barat,71,1109,26911,71,641,0,28661,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.52,0.01,1.2864078329554132e-05,496.85714285714283,0.01,9.285714285714286,0.02,2.24,-0.2680412371134021
2952,2021-02-21,Sumatera Barat,52,1409,13381,41,752,7,15542,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.28,0.01,9.421578494884716e-06,483.14285714285717,0.01,10.285714285714286,0.02,4.84,-0.6486486486486487
5992,2021-02-21,Papua,40,7350,8952,12,175,3,16477,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.38,0.0,9.2158508949052e-06,460.7142857142857,0.01,10.571428571428571,0.02,1.06,-0.7969543147208122
5993,2021-02-21,Papua,21,464,6586,20,122,0,7172,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.17,0.0,4.838321719825231e-06,463.2857142857143,0.01,10.571428571428571,0.01,1.7,6.0
7176,2021-02-21,Jawa Barat,1021,29521,162670,1623,2178,4,194369,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.43,0.0,2.2607839783265882e-05,220.57142857142858,0.0,3.2857142857142856,0.01,1.12,-0.6246323529411765
1096,2021-02-21,Maluku Utara,1,596,3226,4,111,0,3933,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.3,0.01,7.646411577278841e-07,174.14285714285714,0.01,2.142857142857143,0.01,2.82,-0.9969325153374233
6416,2021-02-21,Kalimantan Timur,406,7969,43297,618,1236,12,52502,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,1.48,0.03,0.00011429565583607413,230.28571428571428,0.01,3.7142857142857144,0.01,2.35,30.23076923076923
336,2021-02-21,Aceh,1,1281,7794,0,382,0,9457,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.18,0.01,1.9057576177419937e-07,220.28571428571428,0.0,3.7142857142857144,0.01,4.04,-0.9859154929577465
6796,2021-02-21,Kalimantan Utara,11,2100,6846,94,136,0,9082,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,1.4,0.02,1.696465337357555e-05,214.42857142857142,0.03,2.7142857142857144,0.01,1.5,-0.7884615384615384
12876,2021-02-21,Kalimantan Selatan,162,1630,18437,181,707,4,20774,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.52,0.02,4.026796591341542e-05,231.85714285714286,0.01,2.857142857142857,0.01,3.4,3.05
3376,2021-02-21,Jawa Tengah,487,48177,93142,228,6143,12,147462,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.41,0.02,1.3392339559772074e-05,298.42857142857144,0.0,4.571428571428571,0.02,4.17,22.19047619047619
12496,2021-02-21,Jawa Timur,446,4185,112980,569,8868,34,126033,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.31,0.02,1.1018052486098787e-05,216.28571428571428,0.0,8.857142857142858,0.02,7.04,-0.5631733594515181
9836,2021-02-21,Bangka-Belitung,55,798,5890,54,105,1,6793,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.49,0.01,3.9861802753653335e-05,224.0,0.02,9.0,0.02,1.55,54.0
8316,2021-02-21,Kepulauan Riau,24,237,8150,22,217,4,8604,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.45,0.01,1.2439100238416087e-05,169.42857142857142,0.01,7.857142857142857,0.02,2.52,-0.9408866995073891
10976,2021-02-21,Nusa Tenggara Timur,101,2453,5584,252,217,3,8254,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.15,0.0,1.8664573770434244e-05,183.71428571428572,0.0,8.285714285714286,0.01,2.63,100.0
4093,2021-02-21,Sulawesi Utara,22,651,9112,1,191,0,9954,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.38,0.01,8.327390604583698e-06,185.28571428571428,0.01,8.285714285714286,0.01,1.92,1.0
9076,2021-02-21,Gorontalo,18,332,4259,9,128,1,4719,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.4,0.01,1.5245826243318305e-05,164.71428571428572,0.01,7.857142857142857,0.01,2.71,-0.8888888888888888
4092,2021-02-21,Sulawesi Utara,42,2882,11444,15,488,0,14814,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.56,0.02,1.5897745699659787e-05,101.14285714285714,0.0,6.142857142857143,0.01,3.29,-0.9137577002053388
717,2021-02-22,Jambi,20,1159,3999,20,81,0,5239,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.15,0.0,5.725152052882085e-06,40.285714285714285,0.0,1.2857142857142858,0.01,1.55,-0.9551569506726457
1857,2021-02-22,Sumatera Utara,97,2382,20560,105,813,5,23755,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.16,0.01,6.521057064694735e-06,46.285714285714285,0.0,1.8571428571428572,0.01,3.42,0.7636363636363637
9837,2021-02-22,Bangka-Belitung,71,790,5969,79,105,0,6864,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.5,0.01,5.1457963554716124e-05,53.0,0.0,1.2857142857142858,0.01,1.53,1.9583333333333335
1477,2021-02-22,Sulawesi Selatan,258,3397,49985,204,827,2,54209,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.58,0.01,2.7368531598720043e-05,75.42857142857143,0.0,1.1428571428571428,0.01,1.53,1.5544554455445545
12117,2021-02-22,Jakarta Raya,2466,13193,312671,2305,5230,40,331094,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,3.05,0.05,0.00022736188756466007,424.57142857142856,0.0,6.857142857142857,0.02,1.58,111.0909090909091
10217,2021-02-22,Bali,278,2348,29412,328,877,6,32637,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.77,0.02,6.593660456371433e-05,461.7142857142857,0.01,7.571428571428571,0.02,2.69,14.444444444444445
4095,2021-02-22,Sulawesi Utara,23,2808,11539,95,490,2,14837,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.56,0.02,8.705908359337503e-06,459.0,0.02,7.857142857142857,0.02,3.3,-0.45238095238095233
11737,2021-02-22,Kalimantan Tengah,64,1160,11872,46,348,2,13380,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.52,0.01,2.489992370507752e-05,465.2857142857143,0.02,8.142857142857142,0.02,2.6,2.2
2237,2021-02-22,Bengkulu,22,138,4540,5,147,0,4825,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.24,0.01,1.1002536084567494e-05,454.57142857142856,0.02,7.428571428571429,0.02,3.05,-0.7731958762886598
4094,2021-02-22,Sulawesi Utara,28,652,9139,27,191,0,9982,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.38,0.01,1.0598497133106525e-05,448.42857142857144,0.02,7.428571428571429,0.02,1.91,-0.6056338028169015
2955,2021-02-22,Sumatera Barat,45,1307,13524,143,756,4,15587,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.28,0.01,8.153289082111774e-06,418.0,0.01,7.714285714285714,0.02,4.85,-0.8255813953488372
5277,2021-02-22,Riau,51,957,29155,93,746,2,30858,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.51,0.01,8.39630562552477e-06,73.0,0.0,2.2857142857142856,0.01,2.42,-0.9793187347931873
3377,2021-02-22,Jawa Tengah,1047,48058,94267,1125,6184,41,148509,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.41,0.02,2.879215506998226e-05,182.85714285714286,0.0,7.285714285714286,0.01,4.16,2.7661870503597124
5994,2021-02-22,Papua,31,470,6611,25,122,0,7203,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.17,0.0,7.142284443551531e-06,184.0,0.0,7.0,0.01,1.69,0.34782608695652173
5995,2021-02-22,Papua,91,7441,8952,0,175,0,16568,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.38,0.0,2.096606078590933e-05,187.85714285714286,0.0,6.714285714285714,0.01,1.06,0.421875
7177,2021-02-22,Jawa Barat,3812,30485,165502,2832,2194,16,198181,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.44,0.0,8.44085066148967e-05,729.2857142857143,0.0,9.0,0.01,1.11,172.27272727272728
10977,2021-02-22,Nusa Tenggara Timur,137,2253,5918,334,220,3,8391,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.16,0.0,2.531729313415338e-05,744.8571428571429,0.01,9.428571428571429,0.01,2.62,3.8928571428571432
6417,2021-02-22,Kalimantan Timur,404,7856,43800,503,1250,14,52906,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,1.49,0.04,0.0001137326230487043,796.1428571428571,0.02,10.857142857142858,0.01,2.36,7.977777777777778
1097,2021-02-22,Maluku Utara,15,562,3275,49,111,0,3948,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.3,0.01,1.1469617365918261e-05,791.0,0.06,10.571428571428571,0.01,2.81,-0.7058823529411764
7937,2021-02-22,Sulawesi Barat,6,1540,3452,26,99,0,5091,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.33,0.01,3.846193294290198e-06,642.2857142857143,0.04,4.714285714285714,0.01,1.94,-0.994269340974212
6797,2021-02-22,Kalimantan Utara,95,2125,6914,68,138,2,9177,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,1.42,0.02,0.00014651291549906155,651.4285714285714,0.1,5.0,0.01,1.5,2.064516129032258
337,2021-02-22,Aceh,1,1277,7799,5,382,0,9458,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.18,0.01,1.9057576177419937e-07,638.5714285714286,0.01,5.0,0.01,4.04,-0.989010989010989
8317,2021-02-22,Kepulauan Riau,22,238,8171,21,217,0,8626,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.45,0.01,1.1402508551881415e-05,97.14285714285714,0.01,2.7142857142857144,0.01,2.52,-0.9942287513116475
2954,2021-02-22,Sumatera Barat,29,1112,26937,26,641,0,28690,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.52,0.01,5.2543418529164765e-06,81.71428571428571,0.0,2.2857142857142856,0.02,2.23,-0.7883211678832117
12877,2021-02-22,Kalimantan Selatan,107,1608,18563,126,710,3,20881,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.52,0.02,2.6596742918120063e-05,39.285714285714285,0.0,0.7142857142857143,0.01,3.4,-0.7351485148514851
