,Date,Province,new_cases,active_cases,total_recovered,new_recovered,total_deaths,new_deaths,total_cases,Location,Location Level,City or Regency,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,Name_EN,id,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases
4897,2021-02-22,Banten,113,6531,21463,223,609,0,28603,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.27,0.01,1.053871092353242e-05,53.285714285714285,0.0,0.7142857142857143,0.01,2.13,6.533333333333333
8697,2021-02-22,Lampung,92,1143,10319,179,625,7,12087,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.13,0.01,1.0114790781599568e-05,65.57142857142857,0.0,1.7142857142857142,0.01,5.17,14.333333333333334
9457,2021-02-22,Maluku,44,667,6107,0,105,0,6879,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.37,0.01,2.382116369632997e-05,58.285714285714285,0.0,1.4285714285714286,0.01,1.53,-0.5368421052631579
7557,2021-02-22,Yogyakarta,138,5624,20328,227,642,7,26594,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.73,0.02,3.800590193100276e-05,77.85714285714286,0.0,2.4285714285714284,0.01,2.41,137.0
12497,2021-02-22,Jawa Timur,434,4041,113513,533,8913,45,126467,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.31,0.02,1.0721602643423484e-05,136.71428571428572,0.0,8.857142857142858,0.01,7.05,18.727272727272727
9077,2021-02-22,Gorontalo,2,317,4276,17,128,0,4721,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.4,0.01,1.6939806937020338e-06,132.85714285714286,0.01,8.857142857142858,0.01,2.71,-0.9310344827586207
10597,2021-02-22,Kalimantan Barat,0,387,4028,0,33,0,4448,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.08,0.0,0.0,117.57142857142857,0.0,8.428571428571429,0.01,0.74,-1.0
4517,2021-02-22,Sulawesi Tengah,185,1802,7734,146,246,1,9782,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.33,0.01,6.259374258813961e-05,127.85714285714286,0.0,8.571428571428571,0.01,2.51,0.6371681415929205
11357,2021-02-22,Nusa Tenggara Barat,75,1443,6700,3,336,0,8479,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.16,0.01,1.4230832065366197e-05,125.42857142857143,0.0,7.571428571428571,0.01,3.96,-0.18478260869565222
12118,2021-02-23,Jakarta Raya,782,12116,314485,1814,5275,45,331876,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,3.06,0.05,7.20993495845759e-05,230.85714285714286,0.0,14.0,0.02,1.59,16.772727272727273
1478,2021-02-23,Sulawesi Selatan,506,3633,50255,270,827,0,54715,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.58,0.01,5.3676267399040084e-05,283.42857142857144,0.0,13.0,0.02,1.51,2.6666666666666665
9078,2021-02-23,Gorontalo,10,311,4290,14,130,2,4731,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.4,0.01,8.469903468510169e-06,222.85714285714286,0.02,6.857142857142857,0.01,2.75,-0.9769585253456221
8318,2021-02-23,Kepulauan Riau,16,253,8172,1,217,0,8642,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.45,0.01,8.292733492277392e-06,224.85714285714286,0.01,6.857142857142857,0.01,2.51,7.0
7558,2021-02-23,Yogyakarta,228,5603,20567,239,652,10,26822,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.74,0.02,6.279235971209153e-05,257.42857142857144,0.01,8.285714285714286,0.02,2.43,inf
6418,2021-02-23,Kalimantan Timur,431,7739,44341,541,1257,7,53337,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,1.5,0.04,0.00012133356567819692,292.57142857142856,0.01,9.142857142857142,0.02,2.36,1.32972972972973
9458,2021-02-23,Maluku,9,665,6118,11,105,0,6888,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.37,0.01,4.872510756067494e-06,283.14285714285717,0.02,9.142857142857142,0.02,1.52,-0.88
11358,2021-02-23,Nusa Tenggara Barat,33,1415,6760,60,337,1,8512,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.16,0.01,6.261566108761127e-06,176.14285714285714,0.0,2.857142857142857,0.02,3.96,-0.9578005115089514
10978,2021-02-23,Nusa Tenggara Timur,195,2323,6040,122,223,3,8586,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.16,0.0,3.603556322014532e-05,131.71428571428572,0.0,3.2857142857142856,0.01,2.6,-0.6146245059288538
10218,2021-02-23,Bali,288,2317,29721,309,887,10,32925,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.78,0.02,6.83084248717616e-05,171.42857142857142,0.0,4.428571428571429,0.02,2.69,27.8
1858,2021-02-23,Sumatera Utara,139,2408,20667,107,819,6,23894,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.16,0.01,9.344607546315136e-06,189.0,0.0,5.285714285714286,0.02,3.43,7.6875
9838,2021-02-23,Bangka-Belitung,41,787,6012,43,106,1,6905,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.5,0.01,2.9715162052723395e-05,162.28571428571428,0.01,4.0,0.01,1.54,-0.8201754385964912
5996,2021-02-23,Papua,76,7500,8969,17,175,0,16644,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.38,0.0,1.7510116700319882e-05,111.57142857142857,0.0,3.0,0.01,1.05,-0.8236658932714618
7178,2021-02-23,Jawa Barat,4334,32747,167551,2049,2217,23,202515,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.45,0.0,9.596706916814331e-05,729.4285714285714,0.0,6.285714285714286,0.01,1.09,480.55555555555554
5997,2021-02-23,Papua,32,481,6630,19,124,2,7235,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.17,0.0,7.3726807159241606e-06,729.2857142857143,0.02,6.428571428571429,0.01,1.71,-0.030303030303030276
5278,2021-02-23,Riau,116,1011,29214,59,749,3,30974,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.51,0.01,1.9097479461977906e-05,718.0,0.01,6.428571428571429,0.01,2.42,-0.40512820512820513
4097,2021-02-23,Sulawesi Utara,7,613,9184,45,192,1,9989,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.38,0.01,2.6496242832766313e-06,677.8571428571429,0.03,5.142857142857143,0.01,1.92,-0.9756944444444444
1098,2021-02-23,Maluku Utara,10,516,3330,55,112,1,3958,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.3,0.01,7.64641157727884e-06,659.4285714285714,0.05,4.428571428571429,0.01,2.83,-0.9280575539568345
6798,2021-02-23,Kalimantan Utara,193,2297,6931,17,142,4,9370,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,1.45,0.02,0.00029765255464546186,681.1428571428571,0.11,4.857142857142857,0.01,1.52,3.7073170731707314
2957,2021-02-23,Sumatera Barat,60,1117,26991,54,642,1,28750,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.52,0.01,1.0871052109482366e-05,678.8571428571429,0.01,5.0,0.01,2.23,-0.21052631578947367
4898,2021-02-23,Banten,251,6622,21622,159,610,1,28854,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.27,0.01,2.3408995060235727e-05,95.57142857142857,0.0,1.8571428571428572,0.01,2.11,-0.9420858329487771
12878,2021-02-23,Kalimantan Selatan,101,1595,18673,110,714,4,20982,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.52,0.02,2.5105336773178752e-05,105.42857142857143,0.0,2.142857142857143,0.01,3.4,2.15625
4518,2021-02-23,Sulawesi Tengah,7,1636,7905,171,248,2,9789,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.33,0.01,2.3684118817133905e-06,89.85714285714286,0.0,2.0,0.01,2.53,-0.9396551724137931
12498,2021-02-23,Jawa Timur,546,4031,114024,511,8958,45,127013,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.31,0.02,1.3488467841726319e-05,166.85714285714286,0.0,8.285714285714286,0.01,7.05,77.0
2238,2021-02-23,Bengkulu,42,170,4550,10,147,0,4867,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.24,0.01,2.1004841615992488e-05,171.42857142857142,0.01,8.142857142857142,0.01,3.02,3.2
10598,2021-02-23,Kalimantan Barat,28,372,4071,43,33,0,4476,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.08,0.0,5.163370899315374e-06,147.85714285714286,0.0,7.571428571428571,0.01,0.74,-0.8549222797927462
3378,2021-02-23,Jawa Tengah,827,48094,94916,649,6326,142,149336,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.41,0.02,2.2742227548113974e-05,257.42857142857144,0.0,27.714285714285715,0.01,4.24,12.783333333333333
2956,2021-02-23,Sumatera Barat,60,1206,13680,156,761,5,15647,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.28,0.01,1.0871052109482366e-05,230.14285714285714,0.0,28.285714285714285,0.01,4.86,-0.7609561752988048
7938,2021-02-23,Sulawesi Barat,89,1573,3508,56,99,0,5180,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.33,0.01,5.705186719863793e-05,228.42857142857142,0.01,27.714285714285715,0.01,1.91,-0.1188118811881188
338,2021-02-23,Aceh,29,1299,7806,7,382,0,9487,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.18,0.01,5.526697091451782e-06,231.57142857142858,0.0,27.428571428571427,0.01,4.03,3.1428571428571432
8698,2021-02-23,Lampung,94,1109,10445,126,627,2,12181,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.13,0.01,1.0334677537721297e-05,167.0,0.0,21.285714285714285,0.01,5.15,-0.8278388278388278
11738,2021-02-23,Kalimantan Tengah,75,1144,11961,89,350,2,13455,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.52,0.01,2.9179598091887722e-05,171.71428571428572,0.01,21.571428571428573,0.01,2.6,0.7857142857142858
718,2021-02-23,Jambi,26,1158,4026,27,81,0,5265,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.15,0.0,7.44269766874671e-06,171.42857142857142,0.0,21.571428571428573,0.01,1.54,-0.0714285714285714
4096,2021-02-23,Sulawesi Utara,11,2783,11575,36,490,0,14848,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.56,0.02,4.163695302291849e-06,54.857142857142854,0.0,1.2857142857142858,0.01,3.3,-0.9866989117291415
11359,2021-02-24,Nusa Tenggara Barat,20,1410,6785,25,337,0,8532,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.16,0.01,3.794888550764319e-06,49.142857142857146,0.0,0.5714285714285714,0.01,3.95,-0.6666666666666667
10599,2021-02-24,Kalimantan Barat,27,384,4086,15,33,0,4503,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.08,0.0,4.9789647957683965e-06,40.285714285714285,0.0,0.5714285714285714,0.01,0.73,-0.696629213483146
7939,2021-02-24,Sulawesi Barat,10,1534,3557,49,99,0,5190,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.33,0.01,6.41032215715033e-06,37.57142857142857,0.0,0.5714285714285714,0.01,1.91,-0.6551724137931034
5999,2021-02-24,Papua,40,7521,8988,19,175,0,16684,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.38,0.0,9.2158508949052e-06,29.857142857142858,0.0,0.2857142857142857,0.01,1.05,-0.574468085106383
7179,2021-02-24,Jawa Barat,2191,33552,168930,1379,2224,7,204706,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.45,0.0,4.8514962747439316e-05,332.14285714285717,0.0,1.0,0.01,1.09,28.213333333333335
3379,2021-02-24,Jawa Tengah,1262,48712,95485,569,6401,75,150598,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.41,0.02,3.470458423908082e-05,508.7142857142857,0.0,11.714285714285714,0.01,4.25,47.53846153846154
1859,2021-02-24,Sumatera Utara,122,2429,20767,100,820,1,24016,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.16,0.01,8.20174187518307e-06,524.5714285714286,0.0,11.857142857142858,0.01,3.41,10.090909090909092
6419,2021-02-24,Kalimantan Timur,423,7607,44882,541,1271,14,53760,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,1.51,0.04,0.00011908143452871763,582.1428571428571,0.02,13.857142857142858,0.01,2.36,20.15
8319,2021-02-24,Kepulauan Riau,15,248,8191,19,218,1,8657,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.45,0.01,7.774437649010055e-06,580.4285714285714,0.03,14.0,0.01,2.52,-0.4444444444444444
10979,2021-02-24,Nusa Tenggara Timur,95,2256,6182,142,243,20,8681,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.16,0.0,1.7555787209814388e-05,592.5714285714286,0.01,16.857142857142858,0.01,2.8,8.5
6799,2021-02-24,Kalimantan Utara,8,2136,7100,169,142,0,9378,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,1.45,0.02,1.2337929726236762e-05,588.0,0.09,16.857142857142858,0.01,1.51,-0.8
339,2021-02-24,Aceh,26,1316,7815,9,382,0,9513,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.18,0.01,4.9549698061291835e-06,278.7142857142857,0.01,15.857142857142858,0.02,4.02,-0.9881332724783204
1099,2021-02-24,Maluku Utara,12,528,3330,0,112,0,3970,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.3,0.01,9.175693892734608e-06,100.14285714285714,0.01,5.142857142857143,0.01,2.82,-0.9904912836767037
12119,2021-02-24,Jakarta Raya,782,10404,316928,2443,5326,51,332658,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,3.07,0.05,7.20993495845759e-05,194.42857142857142,0.0,12.285714285714286,0.02,1.6,5.409836065573771
12879,2021-02-24,Kalimantan Selatan,133,1617,18781,108,717,3,21115,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.52,0.02,3.305950287953241e-05,153.0,0.0,10.714285714285714,0.02,3.4,-0.6855791962174941
5998,2021-02-24,Papua,52,499,6664,34,124,0,7287,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.17,0.0,1.1980606163376762e-05,158.28571428571428,0.0,10.571428571428571,0.02,1.7,2.466666666666667
9079,2021-02-24,Gorontalo,2,305,4298,8,130,0,4733,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.4,0.01,1.6939806937020338e-06,145.0,0.01,7.714285714285714,0.02,2.75,-0.9789473684210527
9459,2021-02-24,Maluku,14,660,6137,19,105,0,6902,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.37,0.01,7.57946117610499e-06,145.85714285714286,0.01,7.714285714285714,0.02,1.52,0.75
12499,2021-02-24,Jawa Timur,580,4023,114572,548,8998,40,127593,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.32,0.02,1.4328409062639678e-05,225.0,0.0,13.428571428571429,0.02,7.05,21.307692307692307
5279,2021-02-24,Riau,110,1064,29269,55,751,2,31084,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.51,0.01,1.8109678800151463e-05,239.0,0.0,13.714285714285714,0.02,2.42,8.166666666666666
719,2021-02-24,Jambi,56,1165,4075,49,81,0,5321,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.15,0.0,1.6030425748069836e-05,135.28571428571428,0.0,6.428571428571429,0.01,1.52,-0.928388746803069
1479,2021-02-24,Sulawesi Selatan,388,3724,50549,294,830,3,55103,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.58,0.01,4.115887697792007e-05,171.71428571428572,0.0,6.428571428571429,0.01,1.51,1.9172932330827068
8699,2021-02-24,Lampung,68,1081,10538,93,630,3,12249,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.13,0.01,7.4761497081388115e-06,174.0,0.0,6.857142857142857,0.01,5.14,0.3076923076923077
2959,2021-02-24,Sumatera Barat,57,1220,13721,41,763,2,15704,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.28,0.01,1.0327499504008247e-05,181.85714285714286,0.0,7.142857142857143,0.01,4.86,27.5
4899,2021-02-24,Banten,41,6658,21627,5,610,0,28895,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.27,0.01,3.8237800696002585e-06,185.71428571428572,0.0,7.142857142857143,0.01,2.11,1.9285714285714284
4519,2021-02-24,Sulawesi Tengah,25,1618,7947,42,249,1,9814,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.33,0.01,8.458613863262108e-06,106.42857142857143,0.0,1.5714285714285714,0.01,2.54,-0.9568965517241379
2958,2021-02-24,Sumatera Barat,87,1076,27119,128,642,0,28837,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.52,0.01,1.576302555874943e-05,103.14285714285714,0.0,1.2857142857142858,0.01,2.23,-0.2090909090909091
7559,2021-02-24,Yogyakarta,201,5545,20820,253,658,6,27023,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.74,0.02,5.5356422377764895e-05,123.85714285714286,0.0,2.142857142857143,0.01,2.43,2.5892857142857144
4098,2021-02-24,Sulawesi Utara,15,2671,11702,127,490,0,14863,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.56,0.02,5.6777663213070674e-06,70.57142857142857,0.0,1.7142857142857142,0.01,3.3,-0.961340206185567
2239,2021-02-24,Bengkulu,16,176,4560,10,147,0,4883,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.24,0.01,8.001844425139994e-06,63.142857142857146,0.0,1.2857142857142858,0.01,3.01,-0.7647058823529411
4099,2021-02-24,Sulawesi Utara,10,606,9201,17,192,0,9999,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.38,0.01,3.785177547538045e-06,56.42857142857143,0.0,1.0,0.01,1.92,-0.8245614035087719
